playername,teamname,position,kills,deaths,assists,totalgold,total cs,KDA
Guigo,RED Canids,top,8,0,11,10239,167.0,inf
Aegis,RED Canids,jng,4,3,14,9237,136.0,6.0
Avenger,RED Canids,mid,13,2,11,12623,189.0,12.0
TitaN,RED Canids,bot,5,2,12,11535,204.0,8.5
Jojo,RED Canids,sup,0,1,18,6020,8.0,18.0
Tyrin,INTZ,top,1,5,2,8128,193.0,0.6
Yampi,INTZ,jng,2,6,3,8038,122.0,0.83
Kick,INTZ,mid,4,5,2,9311,188.0,1.2
micaO,INTZ,bot,1,6,4,7856,153.0,0.83
Decoy,INTZ,sup,0,8,3,4887,34.0,0.38
,RED Canids,team,30,8,66,49654,,12.0
,INTZ,team,8,30,14,38220,,0.73
Ayel,Rensga eSports,top,0,4,3,9782,227.0,0.75
Minerva,Rensga eSports,jng,1,3,2,9055,173.0,1.0
Goku,Rensga eSports,mid,1,2,3,10561,227.0,2.0
Hades,Rensga eSports,bot,2,2,3,11592,288.0,2.5
Guard,Rensga eSports,sup,1,3,3,6433,20.0,1.33
Wizer,paiN Gaming,top,4,1,5,15476,323.0,9.0
CarioK,paiN Gaming,jng,2,2,3,10571,183.0,2.5
dyNquedo,paiN Gaming,mid,4,0,8,14891,294.0,inf
Trigo,paiN Gaming,bot,3,1,4,12101,238.0,7.0
Damage,paiN Gaming,sup,1,1,5,7564,21.0,6.0
,Rensga eSports,team,5,14,14,47423,,1.36
,paiN Gaming,team,14,5,25,60603,,7.8
fNb,FURIA,top,2,3,4,16864,344.0,2.0
Ranger,FURIA,jng,1,7,11,13197,188.0,1.71
Envy,FURIA,mid,8,5,4,16888,305.0,2.4
Netuno,FURIA,bot,4,3,2,18435,380.0,2.0
RedBert,FURIA,sup,1,4,11,9861,52.0,3.0
DoRun,Netshoes Miners,top,2,2,9,16147,330.0,5.5
Croc,Netshoes Miners,jng,6,6,9,14885,244.0,2.5
Anyyy,Netshoes Miners,mid,10,2,9,18300,315.0,9.5
Celo,Netshoes Miners,bot,4,2,6,16426,356.0,5.0
Hawk,Netshoes Miners,sup,0,5,19,9654,42.0,3.8
,FURIA,team,16,22,32,75245,,2.18
,Netshoes Miners,team,22,17,52,75412,,4.35
Wizer,paiN Gaming,top,1,5,0,10286,236.0,0.2
CarioK,paiN Gaming,jng,2,5,4,9241,163.0,1.2
dyNquedo,paiN Gaming,mid,3,3,2,11619,275.0,1.67
Trigo,paiN Gaming,bot,2,3,1,13048,287.0,1.0
Damage,paiN Gaming,sup,0,5,2,6022,34.0,0.4
Guigo,RED Canids,top,5,1,2,14507,302.0,7.0
Aegis,RED Canids,jng,9,0,6,14239,225.0,inf
Avenger,RED Canids,mid,4,2,5,14761,286.0,4.5
TitaN,RED Canids,bot,1,3,8,12415,244.0,3.0
Jojo,RED Canids,sup,2,2,8,7528,34.0,5.0
,paiN Gaming,team,8,21,9,50216,,0.81
,RED Canids,team,21,8,29,63450,,6.25
Boal,Flamengo Esports,top,0,4,0,11203,260.0,0.0
asta,Flamengo Esports,jng,1,5,2,7892,136.0,0.6
Tutsz,Flamengo Esports,mid,0,3,4,10655,264.0,1.33
Flare,Flamengo Esports,bot,3,1,1,11461,261.0,4.0
Kuri,Flamengo Esports,sup,0,3,4,5999,20.0,1.33
Parang,KaBuM! e-Sports,top,6,1,2,13600,266.0,8.0
Wiz,KaBuM! e-Sports,jng,6,2,4,11579,177.0,5.0
Hauz,KaBuM! e-Sports,mid,0,1,2,11543,265.0,2.0
Disave,KaBuM! e-Sports,bot,4,0,4,13279,241.0,inf
Scuro,KaBuM! e-Sports,sup,0,0,7,7195,33.0,inf
,Flamengo Esports,team,4,16,11,47210,,0.94
,KaBuM! e-Sports,team,16,4,19,57196,,8.75
Robo,LOUD,top,6,3,6,14340,270.0,4.0
Tay,LOUD,jng,4,2,10,11108,164.0,7.0
tinowns,LOUD,mid,7,0,9,13823,272.0,inf
DudsTheBoy,LOUD,bot,3,2,8,14044,276.0,5.5
Ceos,LOUD,sup,0,1,12,7451,34.0,12.0
Ayel,Rensga eSports,top,1,4,5,12222,287.0,1.5
Minerva,Rensga eSports,jng,1,4,5,9867,179.0,1.5
Goku,Rensga eSports,mid,5,5,2,12254,258.0,1.4
Hades,Rensga eSports,bot,1,4,3,10985,275.0,1.0
Guard,Rensga eSports,sup,0,3,6,6657,23.0,2.0
,LOUD,team,20,8,45,60766,,8.12
,Rensga eSports,team,8,20,21,51985,,1.45
Tyrin,INTZ,top,1,2,2,10536,264.0,1.5
Yampi,INTZ,jng,1,7,4,8997,173.0,0.71
Kick,INTZ,mid,2,2,4,11903,279.0,3.0
micaO,INTZ,bot,2,1,2,12513,298.0,4.0
Decoy,INTZ,sup,0,5,3,6085,32.0,0.6
Kiari,Liberty,top,4,0,7,13173,269.0,inf
Disamis,Liberty,jng,3,0,13,11841,188.0,inf
Krastyel,Liberty,mid,9,1,4,14600,276.0,13.0
Matsukaze,Liberty,bot,1,1,12,12061,229.0,13.0
Wos,Liberty,sup,0,4,15,7485,33.0,3.75
,INTZ,team,6,17,15,50034,,1.24
,Liberty,team,17,6,51,59160,,11.33
Guigo,RED Canids,top,2,5,4,9072,168.0,1.2
Aegis,RED Canids,jng,4,0,9,10848,202.0,inf
Avenger,RED Canids,mid,3,0,8,10654,207.0,inf
TitaN,RED Canids,bot,4,1,7,10248,206.0,11.0
Jojo,RED Canids,sup,2,1,7,6563,34.0,9.0
Ayel,Rensga eSports,top,4,6,2,8479,173.0,1.0
Minerva,Rensga eSports,jng,2,2,3,8530,150.0,2.5
Goku,Rensga eSports,mid,0,3,6,9061,210.0,2.0
Hades,Rensga eSports,bot,1,2,0,10015,220.0,0.5
Guard,Rensga eSports,sup,0,2,1,5126,30.0,0.5
,RED Canids,team,15,7,35,47385,,7.14
,Rensga eSports,team,7,15,12,41211,,1.27
Tyrin,INTZ,top,5,2,6,12462,230.0,5.5
Yampi,INTZ,jng,9,3,17,12835,165.0,8.67
Kick,INTZ,mid,6,2,12,12521,196.0,9.0
micaO,INTZ,bot,8,6,12,13905,249.0,3.33
Decoy,INTZ,sup,2,2,18,7941,45.0,10.0
Parang,KaBuM! e-Sports,top,5,5,3,12588,263.0,1.6
Wiz,KaBuM! e-Sports,jng,1,5,9,11029,192.0,2.0
Hauz,KaBuM! e-Sports,mid,7,5,5,13221,223.0,2.4
Disave,KaBuM! e-Sports,bot,2,7,4,10312,211.0,0.86
Scuro,KaBuM! e-Sports,sup,0,8,5,6051,38.0,0.62
,INTZ,team,30,15,65,59664,,6.33
,KaBuM! e-Sports,team,15,30,26,53201,,1.37
Kiari,Liberty,top,1,3,10,13976,290.0,3.67
Disamis,Liberty,jng,5,3,8,14115,184.0,4.33
Krastyel,Liberty,mid,2,2,9,13309,224.0,5.5
Matsukaze,Liberty,bot,7,1,6,16528,291.0,13.0
Wos,Liberty,sup,1,4,11,8854,29.0,3.0
Wizer,paiN Gaming,top,2,5,7,13448,278.0,1.8
CarioK,paiN Gaming,jng,5,3,4,11614,192.0,3.0
dyNquedo,paiN Gaming,mid,4,2,6,14299,337.0,5.0
Trigo,paiN Gaming,bot,2,2,3,16907,377.0,2.5
Damage,paiN Gaming,sup,0,4,7,7268,40.0,1.75
,Liberty,team,16,13,44,66782,,4.62
,paiN Gaming,team,13,16,27,63536,,2.5
Boal,Flamengo Esports,top,2,1,0,12953,311.0,2.0
asta,Flamengo Esports,jng,1,5,5,9103,160.0,1.2
Tutsz,Flamengo Esports,mid,1,2,3,11437,282.0,2.0
Flare,Flamengo Esports,bot,2,3,3,10416,237.0,1.67
Kuri,Flamengo Esports,sup,0,2,6,6512,43.0,3.0
DoRun,Netshoes Miners,top,2,1,7,11273,220.0,9.0
Croc,Netshoes Miners,jng,2,2,9,11516,192.0,5.5
Anyyy,Netshoes Miners,mid,6,0,2,14485,286.0,inf
Celo,Netshoes Miners,bot,3,1,6,13115,252.0,9.0
Hawk,Netshoes Miners,sup,0,2,12,7841,31.0,6.0
,Flamengo Esports,team,6,13,17,50421,,1.77
,Netshoes Miners,team,13,6,36,58230,,8.17
fNb,FURIA,top,1,3,1,11333,253.0,0.67
Ranger,FURIA,jng,0,5,1,8436,155.0,0.2
Envy,FURIA,mid,0,4,1,9316,233.0,0.25
Netuno,FURIA,bot,1,2,1,10892,289.0,1.0
RedBert,FURIA,sup,0,2,1,6011,40.0,0.5
Robo,LOUD,top,4,0,8,13926,308.0,inf
Tay,LOUD,jng,3,1,7,11122,193.0,10.0
tinowns,LOUD,mid,7,0,6,15070,254.0,inf
DudsTheBoy,LOUD,bot,2,0,8,12766,275.0,inf
Ceos,LOUD,sup,0,1,11,7105,35.0,11.0
,FURIA,team,2,16,5,45988,,0.44
,LOUD,team,16,2,40,59989,,28.0
fNb,FURIA,top,3,3,9,14469,279.0,4.0
Ranger,FURIA,jng,2,1,11,10853,174.0,13.0
Envy,FURIA,mid,5,0,9,13434,259.0,inf
Netuno,FURIA,bot,8,2,3,14936,282.0,5.5
RedBert,FURIA,sup,1,1,11,7825,40.0,12.0
Boal,Flamengo Esports,top,1,3,1,10137,247.0,0.67
Sting,Flamengo Esports,jng,1,5,4,9242,160.0,1.0
Tutsz,Flamengo Esports,mid,2,3,4,11411,278.0,2.0
Flare,Flamengo Esports,bot,3,3,4,12259,271.0,2.33
Kuri,Flamengo Esports,sup,0,5,6,6224,32.0,1.2
,FURIA,team,19,7,43,61517,,8.86
,Flamengo Esports,team,7,19,19,49273,,1.37
Robo,LOUD,top,1,6,5,16012,369.0,1.0
Tay,LOUD,jng,4,5,6,11871,134.0,2.0
tinowns,LOUD,mid,5,4,4,15002,311.0,2.25
DudsTheBoy,LOUD,bot,2,7,7,16117,351.0,1.29
Ceos,LOUD,sup,1,3,9,8310,32.0,3.33
Guigo,RED Canids,top,4,4,10,15479,271.0,3.5
Aegis,RED Canids,jng,5,2,12,15417,253.0,8.5
Avenger,RED Canids,mid,9,4,7,17970,336.0,4.0
TitaN,RED Canids,bot,5,3,12,17117,335.0,5.67
Jojo,RED Canids,sup,2,0,16,9789,48.0,inf
,LOUD,team,13,25,31,67312,,1.76
,RED Canids,team,25,13,57,75772,,6.31
Trap,Rensga eSports,top,5,2,2,13882,266.0,3.5
Minerva,Rensga eSports,jng,2,2,11,9753,148.0,6.5
Goku,Rensga eSports,mid,3,1,7,10150,207.0,10.0
NinjaKiwi,Rensga eSports,bot,7,0,5,11416,218.0,inf
Mocha,Rensga eSports,sup,0,6,12,6532,33.0,2.0
Kiari,Liberty,top,5,5,2,9791,173.0,1.4
Disamis,Liberty,jng,4,3,7,8774,116.0,3.67
Krastyel,Liberty,mid,1,1,9,9386,232.0,10.0
Matsukaze,Liberty,bot,1,3,4,8475,185.0,1.67
Wos,Liberty,sup,0,5,8,5440,29.0,1.6
,Rensga eSports,team,17,11,37,51733,,4.91
,Liberty,team,11,17,30,41866,,2.41
Parang,KaBuM! e-Sports,top,1,3,2,10626,250.0,1.0
Wiz,KaBuM! e-Sports,jng,3,5,1,8531,142.0,0.8
Hauz,KaBuM! e-Sports,mid,1,1,2,9896,253.0,3.0
Disave,KaBuM! e-Sports,bot,0,4,1,9559,255.0,0.25
Scuro,KaBuM! e-Sports,sup,1,6,1,5666,32.0,0.33
Wizer,paiN Gaming,top,0,4,8,11949,265.0,2.0
CarioK,paiN Gaming,jng,6,1,10,11688,162.0,16.0
dyNquedo,paiN Gaming,mid,3,0,5,11244,253.0,inf
Trigo,paiN Gaming,bot,7,0,10,15073,285.0,inf
Damage,paiN Gaming,sup,3,1,13,7964,29.0,16.0
,KaBuM! e-Sports,team,6,19,7,44278,,0.68
,paiN Gaming,team,19,6,46,57918,,10.83
DoRun,Netshoes Miners,top,4,0,7,12667,242.0,inf
Croc,Netshoes Miners,jng,3,6,6,11334,191.0,1.5
Anyyy,Netshoes Miners,mid,3,0,6,13003,306.0,inf
Celo,Netshoes Miners,bot,3,3,8,12840,241.0,3.67
Hawk,Netshoes Miners,sup,2,4,11,7899,48.0,3.25
Tyrin,INTZ,top,4,3,2,12491,278.0,2.0
Yampi,INTZ,jng,2,6,4,8927,164.0,1.0
Kick,INTZ,mid,1,1,7,10909,249.0,8.0
micaO,INTZ,bot,5,3,5,11290,216.0,3.33
Decoy,INTZ,sup,1,2,10,6975,35.0,5.5
,Netshoes Miners,team,15,13,38,57743,,4.08
,INTZ,team,13,15,28,50592,,2.73
Boal,Flamengo Esports,top,4,2,8,16809,291.0,6.0
Sting,Flamengo Esports,jng,1,2,10,10870,172.0,5.5
Tutsz,Flamengo Esports,mid,1,2,9,12577,300.0,5.0
Flare,Flamengo Esports,bot,8,1,3,17589,348.0,11.0
Kuri,Flamengo Esports,sup,0,2,12,8370,42.0,6.0
Robo,LOUD,top,2,3,4,13021,273.0,2.0
Tay,LOUD,jng,2,3,4,11221,195.0,2.0
tinowns,LOUD,mid,3,1,1,13129,297.0,4.0
DudsTheBoy,LOUD,bot,2,3,4,14123,310.0,2.0
Ceos,LOUD,sup,0,4,7,7366,35.0,1.75
,Flamengo Esports,team,14,9,42,66215,,6.22
,LOUD,team,9,14,20,58860,,2.07
Tyrin,INTZ,top,6,3,6,13127,215.0,4.0
Yampi,INTZ,jng,2,4,12,9126,144.0,3.5
Kick,INTZ,mid,2,1,9,11550,234.0,11.0
micaO,INTZ,bot,4,3,9,12273,251.0,4.33
Decoy,INTZ,sup,3,5,10,7211,31.0,2.6
fNb,FURIA,top,1,4,6,11591,214.0,1.75
Ranger,FURIA,jng,1,5,13,10175,158.0,2.8
Envy,FURIA,mid,10,1,4,13757,243.0,14.0
Netuno,FURIA,bot,3,2,9,14841,308.0,6.0
RedBert,FURIA,sup,1,5,12,7688,35.0,2.6
,INTZ,team,17,16,46,53287,,3.94
,FURIA,team,16,17,44,58052,,3.53
Wizer,paiN Gaming,top,3,1,6,10423,219.0,9.0
CarioK,paiN Gaming,jng,7,0,15,10714,148.0,inf
dyNquedo,paiN Gaming,mid,6,1,13,10467,188.0,19.0
Trigo,paiN Gaming,bot,6,1,10,10385,179.0,16.0
Damage,paiN Gaming,sup,1,2,14,5892,41.0,7.5
DoRun,Netshoes Miners,top,1,4,0,7491,180.0,0.25
Croc,Netshoes Miners,jng,1,6,4,7257,139.0,0.83
Anyyy,Netshoes Miners,mid,2,5,1,8160,189.0,0.6
Celo,Netshoes Miners,bot,0,3,2,6919,176.0,0.67
Hawk,Netshoes Miners,sup,1,5,3,5177,36.0,0.8
,paiN Gaming,team,23,5,58,47881,,16.2
,Netshoes Miners,team,5,23,10,35004,,0.65
Kiari,Liberty,top,2,2,5,13348,282.0,3.5
Disamis,Liberty,jng,2,4,9,11212,187.0,2.75
Krastyel,Liberty,mid,2,2,4,12034,268.0,3.0
Matsukaze,Liberty,bot,4,2,3,15536,294.0,3.5
Wos,Liberty,sup,2,6,7,8184,24.0,1.5
Guigo,RED Canids,top,1,4,4,13448,292.0,1.25
Aegis,RED Canids,jng,3,3,5,13147,205.0,2.67
Avenger,RED Canids,mid,3,3,7,13457,263.0,3.33
TitaN,RED Canids,bot,7,1,5,17498,334.0,12.0
Jojo,RED Canids,sup,2,1,10,8661,20.0,12.0
,Liberty,team,12,16,28,60314,,2.5
,RED Canids,team,16,12,31,66211,,3.92
Trap,Rensga eSports,top,3,6,6,11611,232.0,1.5
Minerva,Rensga eSports,jng,5,3,6,12550,189.0,3.67
Goku,Rensga eSports,mid,5,3,3,13599,273.0,2.67
NinjaKiwi,Rensga eSports,bot,7,2,2,15598,313.0,4.5
Mocha,Rensga eSports,sup,0,2,14,7957,35.0,7.0
Parang,KaBuM! e-Sports,top,2,5,4,13790,288.0,1.2
Wiz,KaBuM! e-Sports,jng,3,4,9,10882,169.0,3.0
Hauz,KaBuM! e-Sports,mid,7,5,3,15227,286.0,2.0
Disave,KaBuM! e-Sports,bot,4,3,6,13105,272.0,3.33
Scuro,KaBuM! e-Sports,sup,0,3,7,7304,41.0,2.33
,Rensga eSports,team,20,16,31,61315,,3.19
,KaBuM! e-Sports,team,16,20,29,60308,,2.25
fNb,FURIA,top,6,5,3,16392,350.0,1.8
Ranger,FURIA,jng,3,3,10,12216,189.0,4.33
Envy,FURIA,mid,2,2,9,15138,330.0,5.5
Netuno,FURIA,bot,8,1,7,19377,397.0,15.0
RedBert,FURIA,sup,2,5,14,9517,48.0,3.2
Wizer,paiN Gaming,top,5,3,7,18226,341.0,4.0
CarioK,paiN Gaming,jng,2,4,4,11670,197.0,1.5
dyNquedo,paiN Gaming,mid,0,4,6,12233,268.0,1.5
Trigo,paiN Gaming,bot,8,5,4,18418,353.0,2.4
Damage,paiN Gaming,sup,1,5,8,8355,28.0,1.8
,FURIA,team,21,16,43,72640,,4.0
,paiN Gaming,team,16,21,29,68902,,2.14
Robo,LOUD,top,4,4,7,13016,222.0,2.75
Tay,LOUD,jng,2,3,8,13356,228.0,3.33
tinowns,LOUD,mid,4,0,13,18905,364.0,inf
DudsTheBoy,LOUD,bot,10,1,9,19993,389.0,19.0
Ceos,LOUD,sup,1,3,13,9566,42.0,4.67
Kiari,Liberty,top,0,3,7,14595,330.0,2.33
Disamis,Liberty,jng,3,3,7,11927,191.0,3.33
Krastyel,Liberty,mid,1,3,8,13829,277.0,3.0
Matsukaze,Liberty,bot,7,5,3,16735,330.0,2.0
Wos,Liberty,sup,0,7,8,8044,35.0,1.14
,LOUD,team,21,11,50,74836,,6.45
,Liberty,team,11,21,33,65130,,2.1
Boal,Flamengo Esports,top,3,2,1,14562,341.0,2.0
Sting,Flamengo Esports,jng,2,2,8,10068,159.0,5.0
Tutsz,Flamengo Esports,mid,1,1,11,12814,272.0,12.0
Flare,Flamengo Esports,bot,6,1,5,15910,322.0,11.0
Kuri,Flamengo Esports,sup,2,2,11,8518,33.0,6.5
Tyrin,INTZ,top,4,1,3,16472,327.0,7.0
Yampi,INTZ,jng,1,4,3,10283,181.0,1.0
Muja,INTZ,mid,1,4,2,10316,253.0,0.75
micaO,INTZ,bot,2,2,1,11905,274.0,1.5
Decoy,INTZ,sup,0,3,4,6909,36.0,1.33
,Flamengo Esports,team,14,8,36,61872,,6.25
,INTZ,team,8,14,13,55885,,1.5
DoRun,Netshoes Miners,top,10,1,7,13728,223.0,17.0
Croc,Netshoes Miners,jng,8,3,8,13105,205.0,5.33
Anyyy,Netshoes Miners,mid,3,3,6,10961,214.0,3.0
Celo,Netshoes Miners,bot,5,4,10,12271,237.0,3.75
Hawk,Netshoes Miners,sup,1,3,15,7585,29.0,5.33
Edger,Rensga eSports,top,4,3,2,10487,197.0,2.0
Minerva,Rensga eSports,jng,3,8,9,9009,133.0,1.5
Goku,Rensga eSports,mid,2,5,7,9003,198.0,1.8
NinjaKiwi,Rensga eSports,bot,4,6,7,9499,193.0,1.83
Mocha,Rensga eSports,sup,1,5,9,6056,33.0,2.0
,Netshoes Miners,team,27,14,46,57650,,5.21
,Rensga eSports,team,14,27,34,44054,,1.78
Tyrin,INTZ,top,2,4,2,8027,175.0,1.0
Yampi,INTZ,jng,0,4,1,5944,100.0,0.25
Muja,INTZ,mid,1,3,4,8834,218.0,1.67
micaO,INTZ,bot,2,4,2,9250,210.0,1.0
Decoy,INTZ,sup,0,3,4,4929,30.0,1.33
Robo,LOUD,top,7,1,11,14466,209.0,18.0
Tay,LOUD,jng,6,2,7,10579,160.0,6.5
tinowns,LOUD,mid,2,0,6,10523,223.0,inf
DudsTheBoy,LOUD,bot,2,0,7,10488,218.0,inf
Ceos,LOUD,sup,1,2,9,6494,30.0,5.0
,INTZ,team,5,18,13,36984,,1.0
,LOUD,team,18,5,40,52550,,11.6
Wizer,paiN Gaming,top,7,3,5,16252,323.0,4.0
CarioK,paiN Gaming,jng,3,4,8,12504,206.0,2.75
dyNquedo,paiN Gaming,mid,3,2,7,13985,256.0,5.0
Trigo,paiN Gaming,bot,3,0,9,17123,327.0,inf
Damage,paiN Gaming,sup,3,3,8,9343,51.0,3.67
Boal,Flamengo Esports,top,3,4,6,14389,318.0,2.25
Sting,Flamengo Esports,jng,3,4,7,10085,151.0,2.5
Tutsz,Flamengo Esports,mid,2,2,4,13550,329.0,3.0
Flare,Flamengo Esports,bot,3,2,5,13425,289.0,4.0
Kuri,Flamengo Esports,sup,1,7,9,7445,46.0,1.43
,paiN Gaming,team,19,12,37,69207,,4.67
,Flamengo Esports,team,12,19,31,58894,,2.26
Guigo,RED Canids,top,3,3,10,13616,273.0,4.33
Aegis,RED Canids,jng,5,3,13,13001,199.0,6.0
Avenger,RED Canids,mid,3,2,12,14662,284.0,7.5
TitaN,RED Canids,bot,10,2,8,17036,282.0,9.0
Jojo,RED Canids,sup,1,4,18,8643,37.0,4.75
DoRun,Netshoes Miners,top,2,2,9,13217,302.0,5.5
Croc,Netshoes Miners,jng,3,6,8,10217,169.0,1.83
Anyyy,Netshoes Miners,mid,6,5,4,12832,221.0,2.0
Celo,Netshoes Miners,bot,3,5,7,13232,311.0,2.0
Hawk,Netshoes Miners,sup,0,4,11,6904,30.0,2.75
,RED Canids,team,22,14,61,66958,,5.93
,Netshoes Miners,team,14,22,39,56402,,2.41
Kiari,Liberty,top,1,5,2,11272,246.0,0.6
Disamis,Liberty,jng,1,5,5,9358,158.0,1.2
Krastyel,Liberty,mid,2,3,2,10833,200.0,1.33
Matsukaze,Liberty,bot,5,5,2,13194,281.0,1.4
Wos,Liberty,sup,0,5,7,6770,37.0,1.4
Parang,KaBuM! e-Sports,top,7,2,7,14485,230.0,7.0
Wiz,KaBuM! e-Sports,jng,8,1,10,14017,222.0,18.0
Hauz,KaBuM! e-Sports,mid,1,2,4,11611,251.0,2.5
Disave,KaBuM! e-Sports,bot,7,0,10,16917,285.0,inf
Scuro,KaBuM! e-Sports,sup,0,4,15,8150,40.0,3.75
,Liberty,team,9,23,18,51427,,1.17
,KaBuM! e-Sports,team,23,9,46,65180,,7.67
Edger,Rensga eSports,top,3,5,11,12635,236.0,2.8
Minerva,Rensga eSports,jng,3,4,13,12291,186.0,4.0
Goku,Rensga eSports,mid,7,4,14,14413,234.0,5.25
NinjaKiwi,Rensga eSports,bot,18,2,7,21406,343.0,12.5
Mocha,Rensga eSports,sup,1,2,24,10697,25.0,12.5
fNb,FURIA,top,6,5,5,17455,335.0,2.2
Ranger,FURIA,jng,3,9,8,11109,158.0,1.22
Envy,FURIA,mid,2,6,9,12999,277.0,1.83
Netuno,FURIA,bot,6,4,5,16777,346.0,2.75
RedBert,FURIA,sup,0,8,9,7704,38.0,1.12
,Rensga eSports,team,32,17,69,71442,,5.94
,FURIA,team,17,32,36,66044,,1.66
Parang,KaBuM! e-Sports,top,4,4,10,15085,257.0,3.5
Wiz,KaBuM! e-Sports,jng,9,1,9,13866,203.0,18.0
Hauz,KaBuM! e-Sports,mid,3,2,15,12813,250.0,9.0
Disave,KaBuM! e-Sports,bot,4,1,5,15771,344.0,9.0
Scuro,KaBuM! e-Sports,sup,1,5,9,7834,46.0,2.0
Guigo,RED Canids,top,1,5,8,11332,239.0,1.8
Aegis,RED Canids,jng,1,5,9,10423,203.0,2.0
Avenger,RED Canids,mid,6,4,5,13325,282.0,2.75
TitaN,RED Canids,bot,4,3,5,12956,275.0,3.0
Jojo,RED Canids,sup,1,4,8,7401,41.0,2.25
,KaBuM! e-Sports,team,21,13,48,65369,,5.31
,RED Canids,team,13,21,35,55437,,2.29
DoRun,Netshoes Miners,top,5,3,13,13004,218.0,6.0
Croc,Netshoes Miners,jng,6,1,15,14331,204.0,21.0
Anyyy,Netshoes Miners,mid,9,2,8,17461,329.0,8.5
Celo,Netshoes Miners,bot,3,1,13,15834,355.0,16.0
Hawk,Netshoes Miners,sup,0,7,14,8208,33.0,2.0
Kiari,Liberty,top,2,5,7,11390,236.0,1.8
Disamis,Liberty,jng,1,4,10,12403,234.0,2.75
Krastyel,Liberty,mid,5,3,5,12275,266.0,3.33
Matsukaze,Liberty,bot,6,4,5,16896,337.0,2.75
Wos,Liberty,sup,0,7,8,7546,40.0,1.14
,Netshoes Miners,team,23,14,63,68838,,6.14
,Liberty,team,14,23,35,60510,,2.13
Boal,Flamengo Esports,top,2,4,4,17571,395.0,1.5
Sting,Flamengo Esports,jng,5,6,7,15135,264.0,2.0
Tutsz,Flamengo Esports,mid,4,4,8,16191,346.0,3.0
Flare,Flamengo Esports,bot,4,1,5,19803,468.0,9.0
Kuri,Flamengo Esports,sup,0,7,11,9103,45.0,1.57
Edger,Rensga eSports,top,6,4,5,20282,390.0,2.75
Minerva,Rensga eSports,jng,4,2,16,16999,273.0,10.0
Goku,Rensga eSports,mid,4,4,11,16226,312.0,3.75
NinjaKiwi,Rensga eSports,bot,8,1,10,22565,481.0,18.0
Mocha,Rensga eSports,sup,0,4,14,10188,36.0,3.5
,Flamengo Esports,team,15,22,35,77803,,2.27
,Rensga eSports,team,22,15,56,86260,,5.2
Robo,LOUD,top,2,6,4,18467,422.0,1.0
Tay,LOUD,jng,1,4,7,13914,265.0,2.0
tinowns,LOUD,mid,8,1,4,18363,361.0,12.0
DudsTheBoy,LOUD,bot,3,4,3,17966,421.0,1.5
Ceos,LOUD,sup,0,5,6,8883,43.0,1.2
Parang,KaBuM! e-Sports,top,5,3,3,18496,349.0,2.67
Wiz,KaBuM! e-Sports,jng,4,1,7,15705,216.0,11.0
Hauz,KaBuM! e-Sports,mid,3,4,6,17280,356.0,2.25
Disave,KaBuM! e-Sports,bot,7,2,5,21158,456.0,6.0
Scuro,KaBuM! e-Sports,sup,1,4,12,10794,39.0,3.25
,LOUD,team,14,20,24,77593,,1.9
,KaBuM! e-Sports,team,20,14,33,83433,,3.79
fNb,FURIA,top,1,0,9,14287,304.0,inf
Ranger,FURIA,jng,2,3,7,13314,234.0,3.0
Envy,FURIA,mid,7,1,6,17230,340.0,13.0
Netuno,FURIA,bot,2,0,7,17349,391.0,inf
RedBert,FURIA,sup,1,1,8,9089,39.0,9.0
Guigo,RED Canids,top,2,2,2,15216,312.0,2.0
Aegis,RED Canids,jng,1,3,2,13640,303.0,1.0
Avenger,RED Canids,mid,0,4,2,12858,328.0,0.5
TitaN,RED Canids,bot,2,1,1,15105,337.0,3.0
Jojo,RED Canids,sup,0,3,2,7497,38.0,0.67
,FURIA,team,13,5,37,71269,,10.0
,RED Canids,team,5,13,9,64316,,1.08
Tyrin,INTZ,top,0,4,0,9328,210.0,0.0
Yampi,INTZ,jng,0,5,3,8990,185.0,0.6
Kick,INTZ,mid,2,2,2,7732,147.0,2.0
micaO,INTZ,bot,1,2,2,10880,268.0,1.5
Decoy,INTZ,sup,1,3,2,5778,32.0,1.0
Wizer,paiN Gaming,top,6,0,5,14986,290.0,inf
CarioK,paiN Gaming,jng,5,0,8,11416,171.0,inf
dyNquedo,paiN Gaming,mid,3,1,5,10284,217.0,8.0
Trigo,paiN Gaming,bot,2,2,4,10625,230.0,3.0
Damage,paiN Gaming,sup,0,1,9,6395,35.0,9.0
,INTZ,team,4,16,9,42708,,0.81
,paiN Gaming,team,16,4,31,53706,,11.75
Parang,KaBuM! e-Sports,top,7,9,13,14974,213.0,2.22
Wiz,KaBuM! e-Sports,jng,7,7,10,13400,210.0,2.43
Hauz,KaBuM! e-Sports,mid,6,8,16,13437,212.0,2.75
Disave,KaBuM! e-Sports,bot,10,2,14,18693,324.0,12.0
Scuro,KaBuM! e-Sports,sup,1,5,14,8168,37.0,3.0
DoRun,Netshoes Miners,top,10,4,11,16542,218.0,5.25
Croc,Netshoes Miners,jng,4,9,13,12436,186.0,1.89
Anyyy,Netshoes Miners,mid,7,4,15,15249,286.0,5.5
Celo,Netshoes Miners,bot,9,8,12,17154,303.0,2.62
Hawk,Netshoes Miners,sup,1,6,21,8974,29.0,3.67
,KaBuM! e-Sports,team,31,31,67,68672,,3.16
