playername,teamname,position,kills,deaths,assists,totalgold,total cs,KDA
,FURIA Esports,team,16,24,34,65519,,2.08
Kiari,Rensga eSports,top,6,4,3,13994,276.0,2.25
Froststrike,Rensga eSports,jng,1,2,4,9793,187.0,2.5
Enga,Rensga eSports,mid,1,3,1,10395,248.0,0.67
Trigo,Rensga eSports,bot,0,4,6,10984,240.0,1.5
Klyon,Rensga eSports,sup,1,5,5,6993,39.0,1.2
Robo,paiN Gaming,top,2,3,8,13073,246.0,3.33
CarioK,paiN Gaming,jng,8,3,6,14396,234.0,4.67
tinowns,paiN Gaming,mid,6,0,7,14929,268.0,inf
brTT,paiN Gaming,bot,1,2,9,13240,251.0,5.0
Luci,paiN Gaming,sup,1,2,11,8595,54.0,6.0
,Rensga eSports,team,9,18,19,52159,,1.56
,paiN Gaming,team,18,10,41,64233,,5.9
Truklax,Cruzeiro eSports,top,2,3,7,10992,220.0,3.0
Sting,Cruzeiro eSports,jng,5,4,7,11651,206.0,3.0
NOsFerus,Cruzeiro eSports,mid,2,4,6,11570,264.0,2.0
pbO,Cruzeiro eSports,bot,2,4,5,11031,252.0,1.75
Hawk,Cruzeiro eSports,sup,2,6,10,7425,40.0,2.0
fNb,Vorax Liberty,top,6,1,12,13383,229.0,18.0
Yampi,Vorax Liberty,jng,2,5,11,10716,179.0,2.6
Krastyel,Vorax Liberty,mid,6,1,12,14640,286.0,18.0
Matsukaze,Vorax Liberty,bot,6,2,11,14798,292.0,8.5
Wos,Vorax Liberty,sup,1,4,14,8303,35.0,3.75
,Cruzeiro eSports,team,13,21,35,52669,,2.29
,Vorax Liberty,team,21,13,60,61840,,6.23
Boal,INTZ,top,8,1,3,11375,170.0,11.0
Revolta,INTZ,jng,3,0,7,9187,155.0,inf
Envy,INTZ,mid,4,0,9,10646,211.0,inf
micaO,INTZ,bot,5,1,7,11271,205.0,12.0
Gyeong,INTZ,sup,0,1,9,5976,20.0,9.0
Wizer,KaBuM! e-Sports,top,1,4,1,7746,180.0,0.5
Ryan,KaBuM! e-Sports,jng,1,4,0,7536,149.0,0.25
Evrot,KaBuM! e-Sports,mid,0,4,1,7427,169.0,0.25
Disave,KaBuM! e-Sports,bot,1,3,1,7369,189.0,0.67
Professor,KaBuM! e-Sports,sup,0,5,2,4869,34.0,0.4
,INTZ,team,20,3,35,48455,,18.33
,KaBuM! e-Sports,team,3,20,5,34947,,0.4
Tay,LOUD,top,3,1,9,14979,277.0,12.0
Mewkyo,LOUD,jng,3,1,9,12065,191.0,12.0
dyNquedo,LOUD,mid,2,2,9,12288,274.0,5.5
DudsTheBoy,LOUD,bot,7,1,6,15509,302.0,13.0
Ceos,LOUD,sup,3,4,7,8016,34.0,2.5
Kiari,Rensga eSports,top,2,4,3,10784,211.0,1.25
Froststrike,Rensga eSports,jng,1,1,4,9249,169.0,5.0
Enga,Rensga eSports,mid,6,2,1,13612,311.0,3.5
Trigo,Rensga eSports,bot,0,6,3,10969,272.0,0.5
Zirigui,Rensga eSports,sup,0,5,5,6280,30.0,1.0
,LOUD,team,18,9,40,62857,,6.44
,Rensga eSports,team,9,18,16,50894,,1.39
Wizer,KaBuM! e-Sports,top,9,0,6,15293,286.0,inf
Ryan,KaBuM! e-Sports,jng,1,2,10,11388,218.0,5.5
Evrot,KaBuM! e-Sports,mid,4,2,7,13377,283.0,5.5
Disave,KaBuM! e-Sports,bot,4,2,6,14432,307.0,5.0
Professor,KaBuM! e-Sports,sup,0,6,11,7774,38.0,1.83
Truklax,Cruzeiro eSports,top,5,3,2,13157,288.0,2.33
Sting,Cruzeiro eSports,jng,2,4,6,9969,182.0,2.0
NOsFerus,Cruzeiro eSports,mid,0,4,6,9528,197.0,1.5
pbO,Cruzeiro eSports,bot,2,2,7,12417,296.0,4.5
Hawk,Cruzeiro eSports,sup,3,5,5,7570,42.0,1.6
,KaBuM! e-Sports,team,18,12,40,62264,,4.83
,Cruzeiro eSports,team,12,18,26,52641,,2.11
Robo,paiN Gaming,top,4,3,4,15795,283.0,2.67
CarioK,paiN Gaming,jng,8,3,10,13816,196.0,6.0
tinowns,paiN Gaming,mid,4,1,11,14762,283.0,15.0
brTT,paiN Gaming,bot,7,5,11,17407,329.0,3.6
Luci,paiN Gaming,sup,0,4,18,9302,42.0,4.5
Boal,INTZ,top,2,4,9,11779,234.0,2.75
Revolta,INTZ,jng,4,6,9,10385,142.0,2.17
Envy,INTZ,mid,4,3,9,14838,311.0,4.33
micaO,INTZ,bot,6,3,7,17182,385.0,4.33
Gyeong,INTZ,sup,0,7,11,7197,31.0,1.57
,paiN Gaming,team,23,16,54,71082,,4.81
,INTZ,team,16,23,45,61381,,2.65
fNb,Vorax Liberty,top,4,1,8,11831,207.0,12.0
Yampi,Vorax Liberty,jng,3,1,3,10996,222.0,6.0
Krastyel,Vorax Liberty,mid,2,2,7,9438,190.0,4.5
Matsukaze,Vorax Liberty,bot,6,2,5,12746,241.0,5.5
Wos,Vorax Liberty,sup,1,0,12,7364,35.0,inf
Guigo,RED Canids,top,0,4,3,9403,201.0,0.75
Aegis,RED Canids,jng,2,2,1,8371,154.0,1.5
Avenger,RED Canids,mid,2,3,1,10191,238.0,1.0
TitaN,RED Canids,bot,2,4,2,10384,245.0,1.0
Jojo,RED Canids,sup,0,3,2,5312,26.0,0.67
,Vorax Liberty,team,16,6,35,52375,,8.5
,RED Canids,team,6,16,9,43661,,0.94
Tyrin,FURIA Esports,top,0,4,3,10201,214.0,0.75
Follow,FURIA Esports,jng,3,2,2,11094,184.0,2.5
Anyyy,FURIA Esports,mid,0,2,3,12171,285.0,1.5
Beenie,FURIA Esports,bot,4,1,2,14427,323.0,6.0
Damage,FURIA Esports,sup,0,4,5,7389,37.0,1.25
Parang,Flamengo Esports,top,2,2,4,12858,262.0,3.0
Ranger,Flamengo Esports,jng,4,2,6,14072,268.0,5.0
Tutsz,Flamengo Esports,mid,3,0,6,14431,321.0,inf
Absolut,Flamengo Esports,bot,3,1,6,14826,311.0,9.0
RedBert,Flamengo Esports,sup,1,2,8,8643,38.0,4.5
,FURIA Esports,team,7,13,15,55282,,1.69
,Flamengo Esports,team,13,7,30,64830,,6.14
Truklax,Cruzeiro eSports,top,1,3,2,8936,208.0,1.0
Sting,Cruzeiro eSports,jng,1,4,4,8963,184.0,1.25
NOsFerus,Cruzeiro eSports,mid,1,4,3,9887,250.0,1.0
pbO,Cruzeiro eSports,bot,3,3,1,10452,243.0,1.33
Hawk,Cruzeiro eSports,sup,0,4,4,5649,32.0,1.0
Boal,INTZ,top,5,0,4,13140,261.0,inf
Revolta,INTZ,jng,6,3,7,12364,196.0,4.33
Envy,INTZ,mid,4,2,9,12924,268.0,6.5
micaO,INTZ,bot,2,0,6,12438,285.0,inf
Gyeong,INTZ,sup,1,1,11,7251,32.0,12.0
,Cruzeiro eSports,team,6,18,14,43887,,1.11
,INTZ,team,18,6,37,58117,,9.17
fNb,Vorax Liberty,top,5,4,4,11830,208.0,2.25
Yampi,Vorax Liberty,jng,3,5,9,13025,264.0,2.4
Krastyel,Vorax Liberty,mid,6,2,11,14006,288.0,8.5
Matsukaze,Vorax Liberty,bot,6,1,11,14968,300.0,17.0
Wos,Vorax Liberty,sup,1,5,14,7825,29.0,3.0
Parang,Flamengo Esports,top,5,6,7,14650,240.0,2.0
Ranger,Flamengo Esports,jng,0,3,8,11648,224.0,2.67
Tutsz,Flamengo Esports,mid,3,4,5,13386,273.0,2.0
Absolut,Flamengo Esports,bot,8,1,7,16195,299.0,15.0
RedBert,Flamengo Esports,sup,1,7,13,8481,29.0,2.0
,Vorax Liberty,team,21,17,49,61654,,4.12
,Flamengo Esports,team,17,21,40,64360,,2.71
Guigo,RED Canids,top,1,6,12,18101,316.0,2.17
Aegis,RED Canids,jng,3,3,13,21639,421.0,5.33
Avenger,RED Canids,mid,5,5,12,23293,462.0,3.4
TitaN,RED Canids,bot,15,8,5,27341,447.0,2.5
Jojo,RED Canids,sup,0,8,16,12222,43.0,2.0
Wizer,KaBuM! e-Sports,top,8,3,13,25889,446.0,7.0
Ryan,KaBuM! e-Sports,jng,3,6,13,16248,260.0,2.67
Evrot,KaBuM! e-Sports,mid,11,3,6,22427,401.0,5.67
Disave,KaBuM! e-Sports,bot,7,5,15,25815,517.0,4.4
Professor,KaBuM! e-Sports,sup,1,7,17,12082,74.0,2.57
,RED Canids,team,24,30,58,102596,,2.73
,KaBuM! e-Sports,team,30,24,64,102461,,3.92
Tyrin,FURIA Esports,top,3,2,4,12499,252.0,3.5
Follow,FURIA Esports,jng,0,1,5,10036,204.0,5.0
Anyyy,FURIA Esports,mid,3,0,5,11759,264.0,inf
Beenie,FURIA Esports,bot,4,1,5,11952,246.0,9.0
Damage,FURIA Esports,sup,1,4,7,6830,30.0,2.0
Kiari,Rensga eSports,top,0,2,5,9131,232.0,2.5
Froststrike,Rensga eSports,jng,2,1,5,9543,179.0,7.0
Enga,Rensga eSports,mid,2,1,5,10132,252.0,7.0
Trigo,Rensga eSports,bot,3,3,3,10683,242.0,2.0
Zirigui,Rensga eSports,sup,1,4,5,6241,39.0,1.5
,FURIA Esports,team,11,8,26,53076,,4.62
,Rensga eSports,team,8,11,23,45730,,2.82
Tay,LOUD,top,3,2,8,12532,218.0,5.5
Mewkyo,LOUD,jng,1,5,15,9636,145.0,3.2
dyNquedo,LOUD,mid,4,3,13,12020,239.0,5.67
DudsTheBoy,LOUD,bot,13,2,7,18239,319.0,10.0
Ceos,LOUD,sup,0,4,18,7877,31.0,4.5
Robo,paiN Gaming,top,4,5,4,11704,221.0,1.6
CarioK,paiN Gaming,jng,4,3,10,11375,182.0,4.67
tinowns,paiN Gaming,mid,5,1,5,13547,245.0,10.0
brTT,paiN Gaming,bot,2,3,9,11374,253.0,3.67
Luci,paiN Gaming,sup,1,9,5,6507,28.0,0.67
,LOUD,team,21,16,61,60304,,5.12
,paiN Gaming,team,16,21,33,54507,,2.33
Tay,LOUD,top,8,3,10,16814,273.0,6.0
Mewkyo,LOUD,jng,2,5,16,13035,176.0,3.6
dyNquedo,LOUD,mid,6,2,11,19994,385.0,8.5
DudsTheBoy,LOUD,bot,7,1,11,18572,328.0,18.0
Ceos,LOUD,sup,1,7,18,9824,30.0,2.71
Tyrin,FURIA Esports,top,1,3,12,18587,396.0,4.33
Follow,FURIA Esports,jng,4,7,12,12326,188.0,2.29
Anyyy,FURIA Esports,mid,7,4,7,15962,293.0,3.5
Beenie,FURIA Esports,bot,6,4,7,17513,364.0,3.25
Damage,FURIA Esports,sup,0,6,14,8535,44.0,2.33
,LOUD,team,24,18,66,78239,,5.0
,FURIA Esports,team,18,24,52,72923,,2.92
Boal,INTZ,top,1,2,3,10492,229.0,2.0
Revolta,INTZ,jng,1,2,4,11095,212.0,2.5
Envy,INTZ,mid,6,0,4,14273,279.0,inf
micaO,INTZ,bot,3,4,4,13017,273.0,1.75
Gyeong,INTZ,sup,0,6,6,6796,25.0,1.0
Guigo,RED Canids,top,0,2,6,11018,224.0,3.0
Aegis,RED Canids,jng,2,0,8,13553,276.0,inf
Avenger,RED Canids,mid,6,2,4,13286,253.0,5.0
TitaN,RED Canids,bot,5,2,4,15161,307.0,4.5
Jojo,RED Canids,sup,1,5,8,8011,31.0,1.8
,INTZ,team,11,14,21,55673,,2.29
,RED Canids,team,14,11,30,61029,,4.0
Robo,paiN Gaming,top,2,2,11,12260,226.0,6.5
CarioK,paiN Gaming,jng,1,0,10,10858,200.0,inf
tinowns,paiN Gaming,mid,5,1,10,13010,239.0,15.0
brTT,paiN Gaming,bot,11,1,2,14908,244.0,13.0
Luci,paiN Gaming,sup,0,5,16,7657,35.0,3.2
Truklax,Cruzeiro eSports,top,2,3,4,9390,198.0,2.0
Sting,Cruzeiro eSports,jng,2,2,5,10639,220.0,3.5
Piloto,Cruzeiro eSports,mid,2,5,2,9497,208.0,0.8
pbO,Cruzeiro eSports,bot,2,4,4,10595,218.0,1.5
Hawk,Cruzeiro eSports,sup,1,5,4,6135,42.0,1.0
,paiN Gaming,team,19,9,49,58693,,7.56
,Cruzeiro eSports,team,9,19,19,46256,,1.47
Parang,Flamengo Esports,top,3,3,1,14045,289.0,1.33
Ranger,Flamengo Esports,jng,5,2,3,12243,219.0,4.0
Tutsz,Flamengo Esports,mid,0,6,8,11615,271.0,1.33
Absolut,Flamengo Esports,bot,1,0,6,13215,318.0,inf
RedBert,Flamengo Esports,sup,1,4,8,7552,39.0,2.25
Wizer,KaBuM! e-Sports,top,2,3,7,12588,245.0,3.0
Ryan,KaBuM! e-Sports,jng,2,2,7,13910,270.0,4.5
Evrot,KaBuM! e-Sports,mid,7,0,4,15110,265.0,inf
Disave,KaBuM! e-Sports,bot,2,1,4,15879,319.0,6.0
Professor,KaBuM! e-Sports,sup,2,4,9,9091,41.0,2.75
,Flamengo Esports,team,10,15,26,58670,,2.4
,KaBuM! e-Sports,team,15,10,31,66578,,4.6
Tyrin,FURIA Esports,top,2,3,3,8930,201.0,1.67
Follow,FURIA Esports,jng,2,6,2,8243,151.0,0.67
Anyyy,FURIA Esports,mid,2,4,2,10542,237.0,1.0
Beenie,FURIA Esports,bot,3,5,2,9622,197.0,1.0
Damage,FURIA Esports,sup,0,8,6,5772,35.0,0.75
Robo,paiN Gaming,top,2,1,8,10073,209.0,10.0
CarioK,paiN Gaming,jng,6,2,16,11486,185.0,11.0
tinowns,paiN Gaming,mid,12,0,7,13955,232.0,inf
brTT,paiN Gaming,bot,6,3,6,11996,218.0,4.0
Luci,paiN Gaming,sup,0,3,20,7379,40.0,6.67
,FURIA Esports,team,9,26,15,43109,,0.92
,paiN Gaming,team,26,9,57,54889,,9.22
Wizer,KaBuM! e-Sports,top,3,0,5,11235,222.0,inf
Ryan,KaBuM! e-Sports,jng,2,1,7,10002,169.0,9.0
Evrot,KaBuM! e-Sports,mid,4,0,3,10480,232.0,inf
Disave,KaBuM! e-Sports,bot,5,0,4,10653,205.0,inf
Professor,KaBuM! e-Sports,sup,0,1,8,6059,31.0,8.0
Kiari,Rensga eSports,top,1,5,0,8217,169.0,0.2
Froststrike,Rensga eSports,jng,1,3,1,7370,154.0,0.67
Enga,Rensga eSports,mid,0,2,1,7597,194.0,0.5
Trigo,Rensga eSports,bot,0,1,0,8823,223.0,0.0
Zirigui,Rensga eSports,sup,0,3,0,4685,29.0,0.0
,KaBuM! e-Sports,team,14,2,27,48429,,20.5
,Rensga eSports,team,2,14,2,36692,,0.29
Guigo,RED Canids,top,4,3,5,12225,233.0,3.0
Aegis,RED Canids,jng,5,0,11,13079,251.0,inf
Avenger,RED Canids,mid,1,0,15,12358,260.0,inf
TitaN,RED Canids,bot,9,1,6,14882,287.0,15.0
Jojo,RED Canids,sup,1,2,15,7725,28.0,8.0
Truklax,Cruzeiro eSports,top,1,3,1,10415,232.0,0.67
Sting,Cruzeiro eSports,jng,2,6,3,9812,187.0,0.83
Piloto,Cruzeiro eSports,mid,2,2,1,11012,268.0,1.5
pbO,Cruzeiro eSports,bot,1,3,3,10722,243.0,1.33
Hawk,Cruzeiro eSports,sup,0,6,3,6368,40.0,0.5
,RED Canids,team,20,6,52,60269,,12.0
,Cruzeiro eSports,team,6,20,11,48329,,0.85
Boal,INTZ,top,3,1,4,11430,244.0,7.0
Revolta,INTZ,jng,2,5,5,9734,169.0,1.4
Envy,INTZ,mid,2,4,5,12187,288.0,1.75
micaO,INTZ,bot,4,2,3,13594,288.0,3.5
Gyeong,INTZ,sup,0,5,6,6676,33.0,1.2
Parang,Flamengo Esports,top,4,4,7,13593,259.0,2.75
Ranger,Flamengo Esports,jng,3,2,6,13067,245.0,4.5
Tutsz,Flamengo Esports,mid,5,3,6,13101,253.0,3.67
Absolut,Flamengo Esports,bot,5,0,7,15268,274.0,inf
RedBert,Flamengo Esports,sup,0,2,13,8506,38.0,6.5
,INTZ,team,11,17,23,53621,,2.0
,Flamengo Esports,team,17,11,39,63535,,5.09
Kiari,Rensga eSports,top,0,5,6,7905,170.0,1.2
Froststrike,Rensga eSports,jng,4,2,2,8642,147.0,3.0
Enga,Rensga eSports,mid,1,2,4,8844,222.0,2.5
Trigo,Rensga eSports,bot,1,5,1,8446,195.0,0.4
Zirigui,Rensga eSports,sup,0,4,3,4809,24.0,0.75
fNb,Vorax Liberty,top,4,2,7,11019,197.0,5.5
Yampi,Vorax Liberty,jng,2,1,8,9413,165.0,10.0
Krastyel,Vorax Liberty,mid,6,1,5,11618,241.0,11.0
Matsukaze,Vorax Liberty,bot,6,1,6,11113,208.0,12.0
Wos,Vorax Liberty,sup,0,1,15,6919,27.0,15.0
,Rensga eSports,team,6,18,16,38646,,1.22
,Vorax Liberty,team,18,6,41,50082,,9.83
fNb,Vorax Liberty,top,3,1,8,12601,219.0,11.0
Yampi,Vorax Liberty,jng,4,4,10,12377,198.0,3.5
Krastyel,Vorax Liberty,mid,4,2,7,12219,214.0,5.5
Matsukaze,Vorax Liberty,bot,4,0,7,14978,268.0,inf
Wos,Vorax Liberty,sup,2,4,10,8411,38.0,3.0
Tay,LOUD,top,1,4,3,11820,264.0,1.0
Mewkyo,LOUD,jng,3,3,5,11526,231.0,2.67
dyNquedo,LOUD,mid,2,4,6,12001,262.0,2.0
DudsTheBoy,LOUD,bot,4,4,1,11772,246.0,1.25
Ceos,LOUD,sup,1,2,6,7058,39.0,3.5
,Vorax Liberty,team,17,11,42,60586,,5.36
,LOUD,team,11,17,21,54177,,1.88
Tay,LOUD,top,7,1,2,13361,235.0,9.0
Mewkyo,LOUD,jng,1,4,4,9123,164.0,1.25
dyNquedo,LOUD,mid,1,1,5,11176,266.0,6.0
DudsTheBoy,LOUD,bot,1,1,5,12478,306.0,6.0
Ceos,LOUD,sup,0,0,7,7049,35.0,inf
Wizer,KaBuM! e-Sports,top,3,2,1,11213,275.0,2.0
Ryan,KaBuM! e-Sports,jng,1,3,4,8603,180.0,1.67
Evrot,KaBuM! e-Sports,mid,1,1,4,10390,255.0,5.0
Disave,KaBuM! e-Sports,bot,1,2,5,10610,242.0,3.0
Professor,KaBuM! e-Sports,sup,1,2,4,6106,34.0,2.5
,LOUD,team,10,7,23,53187,,4.71
,KaBuM! e-Sports,team,7,10,18,46922,,2.5
Robo,paiN Gaming,top,5,4,4,11814,214.0,2.25
CarioK,paiN Gaming,jng,2,2,15,11803,215.0,8.5
tinowns,paiN Gaming,mid,7,1,9,14592,260.0,16.0
brTT,paiN Gaming,bot,8,2,8,15519,260.0,8.0
Luci,paiN Gaming,sup,0,3,12,7529,39.0,4.0
Guigo,RED Canids,top,3,8,7,9352,170.0,1.25
Aegis,RED Canids,jng,2,2,10,9294,194.0,6.0
Avenger,RED Canids,mid,1,3,11,9141,181.0,4.0
TitaN,RED Canids,bot,4,4,6,13424,282.0,2.5
Jojo,RED Canids,sup,2,5,10,6508,32.0,2.4
,paiN Gaming,team,22,12,48,61257,,5.83
,RED Canids,team,12,22,44,47719,,2.55
Tyrin,FURIA Esports,top,2,3,0,13091,289.0,0.67
Follow,FURIA Esports,jng,1,2,2,8652,163.0,1.5
Anyyy,FURIA Esports,mid,0,2,2,10304,265.0,1.0
ST3PZ,FURIA Esports,bot,0,2,1,6986,33.0,0.5
ProDelta,FURIA Esports,sup,0,4,0,8124,178.0,0.0
fNb,Vorax Liberty,top,5,1,6,12608,248.0,11.0
Yampi,Vorax Liberty,jng,1,1,8,9794,196.0,9.0
Krastyel,Vorax Liberty,mid,4,1,7,11484,247.0,11.0
Matsukaze,Vorax Liberty,bot,3,0,7,12318,275.0,inf
Wos,Vorax Liberty,sup,0,0,10,7014,38.0,inf
,FURIA Esports,team,3,13,5,47157,,0.62
,Vorax Liberty,team,13,3,38,53218,,17.0
Kiari,Rensga eSports,top,0,6,2,9761,230.0,0.33
Froststrike,Rensga eSports,jng,1,1,3,9408,194.0,4.0
Enga,Rensga eSports,mid,0,1,2,9905,242.0,2.0
Trigo,Rensga eSports,bot,5,4,0,13480,257.0,1.25
Zirigui,Rensga eSports,sup,0,3,5,6968,40.0,1.67
Boal,INTZ,top,5,0,7,13935,232.0,inf
Revolta,INTZ,jng,3,0,9,11258,182.0,inf
Envy,INTZ,mid,3,2,6,13711,295.0,4.5
micaO,INTZ,bot,3,2,8,12232,230.0,5.5
Gyeong,INTZ,sup,1,2,7,7583,31.0,4.0
,Rensga eSports,team,6,15,12,49522,,1.2
,INTZ,team,15,6,37,58719,,8.67
Parang,Flamengo Esports,top,5,1,5,14431,314.0,10.0
Ranger,Flamengo Esports,jng,0,1,5,9370,186.0,5.0
Tutsz,Flamengo Esports,mid,4,0,6,12032,244.0,inf
Absolut,Flamengo Esports,bot,2,0,8,8311,34.0,inf
RedBert,Flamengo Esports,sup,1,0,6,8990,170.0,inf
Truklax,Cruzeiro eSports,top,0,2,0,9126,246.0,0.0
Sting,Cruzeiro eSports,jng,0,3,2,7636,159.0,0.67
Piloto,Cruzeiro eSports,mid,1,2,0,9932,276.0,0.5
pbO,Cruzeiro eSports,bot,0,2,1,9656,238.0,0.5
Hawk,Cruzeiro eSports,sup,1,3,0,6444,35.0,0.33
,Flamengo Esports,team,12,2,30,53134,,21.0
,Cruzeiro eSports,team,2,12,3,42794,,0.42
fNb,Vorax Liberty,top,6,1,10,17382,319.0,16.0
Yampi,Vorax Liberty,jng,6,6,14,15152,226.0,3.33
Krastyel,Vorax Liberty,mid,4,3,16,14383,253.0,6.67
Matsukaze,Vorax Liberty,bot,9,2,14,20712,372.0,11.5
Wos,Vorax Liberty,sup,2,6,15,9791,37.0,2.83
Robo,paiN Gaming,top,2,7,8,13240,263.0,1.43
CarioK,paiN Gaming,jng,3,7,12,13354,207.0,2.14
tinowns,paiN Gaming,mid,4,6,6,14795,320.0,1.67
brTT,paiN Gaming,bot,9,2,7,21460,448.0,8.0
Luci,paiN Gaming,sup,0,5,11,8509,45.0,2.2
,Vorax Liberty,team,27,18,69,77420,,5.33
,paiN Gaming,team,18,27,44,71358,,2.3
Wizer,KaBuM! e-Sports,top,2,4,4,10529,227.0,1.5
Ryan,KaBuM! e-Sports,jng,2,4,7,11510,228.0,2.25
Evrot,KaBuM! e-Sports,mid,3,3,4,10014,224.0,2.33
Disave,KaBuM! e-Sports,bot,4,4,6,12147,269.0,2.5
Professor,KaBuM! e-Sports,sup,1,5,10,6965,44.0,2.2
Tyrin,FURIA Esports,top,8,0,8,15644,253.0,inf
Follow,FURIA Esports,jng,1,2,13,10151,169.0,7.0
Anyyy,FURIA Esports,mid,9,2,8,14370,250.0,8.5
ST3PZ,FURIA Esports,bot,2,3,6,11996,240.0,2.67
ProDelta,FURIA Esports,sup,0,5,14,8079,40.0,2.8
,KaBuM! e-Sports,team,12,20,31,51165,,2.15
,FURIA Esports,team,20,12,49,60240,,5.75
Truklax,Cruzeiro eSports,top,3,1,5,14110,294.0,8.0
Sting,Cruzeiro eSports,jng,1,5,11,11786,224.0,2.4
Piloto,Cruzeiro eSports,mid,6,5,5,14091,271.0,2.2
pbO,Cruzeiro eSports,bot,5,9,6,14213,269.0,1.22
Hawk,Cruzeiro eSports,sup,1,6,6,7830,45.0,1.17
Kiari,Rensga eSports,top,4,3,10,14814,270.0,4.67
Froststrike,Rensga eSports,jng,5,2,10,13794,224.0,7.5
Enga,Rensga eSports,mid,7,2,11,15164,295.0,9.0
Trigo,Rensga eSports,bot,9,3,4,16551,296.0,4.33
Zirigui,Rensga eSports,sup,1,6,12,8303,26.0,2.17
,Cruzeiro eSports,team,16,26,33,62030,,1.88
,Rensga eSports,team,26,16,47,68626,,4.56
Guigo,RED Canids,top,1,3,3,9618,222.0,1.33
Aegis,RED Canids,jng,2,2,8,11430,243.0,5.0
Avenger,RED Canids,mid,4,3,3,12604,256.0,2.33
TitaN,RED Canids,bot,5,4,2,12323,271.0,1.75
Jojo,RED Canids,sup,1,4,7,6941,35.0,2.0
Parang,Flamengo Esports,top,3,4,8,12374,261.0,2.75
Ranger,Flamengo Esports,jng,6,3,8,12410,188.0,4.67
Tutsz,Flamengo Esports,mid,6,2,8,14084,291.0,7.0
Absolut,Flamengo Esports,bot,1,3,10,12073,276.0,3.67
RedBert,Flamengo Esports,sup,0,1,13,7607,40.0,13.0
,RED Canids,team,13,16,23,52916,,2.25
,Flamengo Esports,team,16,13,47,58548,,4.85
Boal,INTZ,top,2,4,0,9922,237.0,0.5
Revolta,INTZ,jng,2,2,4,9681,175.0,3.0
Envy,INTZ,mid,1,4,5,11339,257.0,1.5
micaO,INTZ,bot,3,3,4,11892,240.0,2.33
Gyeong,INTZ,sup,2,7,2,6468,36.0,0.57
Tay,LOUD,top,8,0,7,13549,206.0,inf
Mewkyo,LOUD,jng,4,2,5,10483,186.0,4.5
dyNquedo,LOUD,mid,7,2,10,13096,245.0,8.5
DudsTheBoy,LOUD,bot,1,2,12,12371,265.0,6.5
Ceos,LOUD,sup,0,4,15,7083,29.0,3.75
,INTZ,team,10,20,15,49302,,1.25
,LOUD,team,20,10,49,56582,,6.9
Tay,LOUD,top,2,2,5,13923,290.0,3.5
Mewkyo,LOUD,jng,5,4,7,12308,221.0,3.0
dyNquedo,LOUD,mid,3,2,9,13660,313.0,6.0
DudsTheBoy,LOUD,bot,3,3,5,15621,365.0,2.67
Ceos,LOUD,sup,0,4,9,7978,39.0,2.25
Truklax,Cruzeiro eSports,top,3,1,9,14405,253.0,12.0
Sephis,Cruzeiro eSports,jng,1,3,9,11675,204.0,3.33
Piloto,Cruzeiro eSports,mid,6,2,7,17923,360.0,6.5
Drop,Cruzeiro eSports,bot,4,3,6,15796,309.0,3.33
Hawk,Cruzeiro eSports,sup,1,4,9,8708,37.0,2.5
,LOUD,team,13,15,35,63490,,3.2
,Cruzeiro eSports,team,15,13,40,68507,,4.23
Kiari,Rensga eSports,top,1,5,1,8436,189.0,0.4
Froststrike,Rensga eSports,jng,3,2,1,8406,138.0,2.0
Enga,Rensga eSports,mid,1,3,3,9572,230.0,1.33
Trigo,Rensga eSports,bot,1,5,1,9676,222.0,0.4
Zirigui,Rensga eSports,sup,1,5,5,6394,6.0,1.2
Guigo,RED Canids,top,4,3,7,13632,255.0,3.67
Aegis,RED Canids,jng,3,1,6,11709,235.0,9.0
Avenger,RED Canids,mid,9,2,3,13163,226.0,6.0
TitaN,RED Canids,bot,4,1,6,9525,44.0,10.0
Jojo,RED Canids,sup,0,0,8,9328,166.0,inf
,Rensga eSports,team,7,20,11,42484,,0.9
,RED Canids,team,20,7,30,57357,,7.14
Tyrin,FURIA Esports,top,2,3,1,11725,271.0,1.0
Follow,FURIA Esports,jng,2,3,3,9704,197.0,1.67
Anyyy,FURIA Esports,mid,1,2,2,11146,275.0,1.5
Beenie,FURIA Esports,bot,3,3,3,10485,205.0,2.0
ProDelta,FURIA Esports,sup,0,2,6,6419,39.0,3.0
Boal,INTZ,top,1,2,6,11596,245.0,3.5
Revolta,INTZ,jng,0,3,6,10199,220.0,2.0
Envy,INTZ,mid,4,1,4,14205,277.0,8.0
micaO,INTZ,bot,8,0,2,15683,307.0,inf
Gyeong,INTZ,sup,0,2,4,7018,42.0,2.0
,FURIA Esports,team,8,13,15,49479,,1.77
,INTZ,team,13,8,22,58701,,4.38
fNb,Vorax Liberty,top,3,4,3,11871,248.0,1.5
Yampi,Vorax Liberty,jng,2,3,3,10442,204.0,1.67
Krastyel,Vorax Liberty,mid,3,0,3,11749,275.0,inf
Matsukaze,Vorax Liberty,bot,0,4,8,12567,286.0,2.0
Wos,Vorax Liberty,sup,1,5,6,7420,35.0,1.4
Wizer,KaBuM! e-Sports,top,3,1,12,12709,220.0,15.0
Ryan,KaBuM! e-Sports,jng,3,0,10,12765,251.0,inf
Evrot,KaBuM! e-Sports,mid,7,0,8,16930,324.0,inf
Disave,KaBuM! e-Sports,bot,3,2,10,13618,258.0,6.5
