playername,teamname,position,kills,deaths,assists,totalgold,total cs,KDA
Lima,ProGaming Esports,jng,2,2,3,12066,191.0,2.5
Lynkez,ProGaming Esports,mid,1,3,4,14248,330.0,1.67
Luskka,ProGaming Esports,bot,1,2,3,15583,368.0,2.0
Wos,ProGaming Esports,sup,0,3,3,10718,81.0,1.0
Tay,INTZ,top,3,1,6,15207,293.0,9.0
Shini,INTZ,jng,1,2,6,12214,173.0,3.5
Envy,INTZ,mid,4,2,6,17551,384.0,5.0
Mills,INTZ,bot,2,0,4,17521,412.0,inf
RedBert,INTZ,sup,2,1,4,15470,111.0,6.0
,ProGaming Esports,team,6,12,13,67752,,1.58
,INTZ,team,12,6,26,77963,,6.33
Zantins,KaBuM! e-Sports,top,6,0,4,11797,219.0,inf
Ranger,KaBuM! e-Sports,jng,2,2,7,9664,158.0,4.5
dyNquedo,KaBuM! e-Sports,mid,3,0,4,11720,258.0,inf
TitaN,KaBuM! e-Sports,bot,3,2,5,10894,236.0,4.0
Riyev,KaBuM! e-Sports,sup,0,0,9,7801,47.0,inf
Yang,Vivo Keyd,top,1,3,0,8477,204.0,0.33
Laba,Vivo Keyd,jng,1,2,1,7049,116.0,1.0
tockers,Vivo Keyd,mid,0,4,1,8861,236.0,0.25
Klaus,Vivo Keyd,bot,2,1,1,10299,232.0,3.0
Professor,Vivo Keyd,sup,0,4,3,5770,34.0,0.75
,KaBuM! e-Sports,team,14,4,29,51876,,10.75
,Vivo Keyd,team,4,14,6,40456,,0.71
Robo,Flamengo Esports,top,1,1,9,11958,251.0,10.0
Shrimp,Flamengo Esports,jng,3,1,7,12321,212.0,10.0
Goku,Flamengo Esports,mid,4,1,5,13487,276.0,9.0
brTT,Flamengo Esports,bot,4,1,7,14336,315.0,11.0
Luci,Flamengo Esports,sup,0,3,8,10345,78.0,2.67
Fitz,Uppercut esports,top,1,3,1,10865,265.0,0.67
LeChase,Uppercut esports,jng,1,3,4,9096,152.0,1.67
Anyyy,Uppercut esports,mid,3,2,2,12347,294.0,2.5
Alternative,Uppercut esports,bot,2,2,3,13374,326.0,2.5
Damage,Uppercut esports,sup,0,2,5,8798,53.0,2.5
,Flamengo Esports,team,12,7,36,62447,,6.86
,Uppercut esports,team,7,12,15,54480,,1.83
Duclou,CNB e-Sports Club,top,2,1,6,12750,275.0,8.0
Yampi,CNB e-Sports Club,jng,3,2,10,12681,202.0,6.5
Aslan,CNB e-Sports Club,mid,8,1,2,15303,277.0,10.0
pbO,CNB e-Sports Club,bot,2,1,9,13546,299.0,11.0
Hawk,CNB e-Sports Club,sup,0,3,9,9832,61.0,3.0
Nyu,Redemption eSports Porto Alegre,top,2,2,4,12142,267.0,3.0
Zuao,Redemption eSports Porto Alegre,jng,1,4,3,10152,174.0,1.0
Krastyel,Redemption eSports Porto Alegre,mid,3,3,3,12069,270.0,2.0
DudsTheBoy,Redemption eSports Porto Alegre,bot,1,3,6,13496,316.0,2.33
Ceos,Redemption eSports Porto Alegre,sup,1,3,6,10123,63.0,2.33
,CNB e-Sports Club,team,15,8,36,64112,,6.38
,Redemption eSports Porto Alegre,team,8,15,22,57982,,2.0
fNb,ProGaming Esports,top,4,3,4,14542,314.0,2.67
Lima,ProGaming Esports,jng,0,2,6,9203,151.0,3.0
Lynkez,ProGaming Esports,mid,2,2,6,12223,272.0,4.0
Luskka,ProGaming Esports,bot,5,1,6,15631,321.0,11.0
Wos,ProGaming Esports,sup,1,2,7,11073,73.0,4.0
Robo,Flamengo Esports,top,2,2,6,14847,328.0,4.0
Shrimp,Flamengo Esports,jng,2,2,7,13428,248.0,4.5
Goku,Flamengo Esports,mid,2,2,4,14505,342.0,3.0
brTT,Flamengo Esports,bot,3,3,5,15452,357.0,2.67
Luci,Flamengo Esports,sup,1,3,6,12664,106.0,2.33
,ProGaming Esports,team,12,10,29,62672,,4.1
,Flamengo Esports,team,10,12,28,70896,,3.17
fNb,ProGaming Esports,top,1,0,7,10042,234.0,inf
Leozuxo,ProGaming Esports,jng,1,1,14,9491,141.0,15.0
Lynkez,ProGaming Esports,mid,2,1,10,11308,250.0,12.0
Luskka,ProGaming Esports,bot,9,1,4,12828,218.0,13.0
Wos,ProGaming Esports,sup,3,1,11,7695,41.0,14.0
Fitz,Uppercut esports,top,0,4,0,8134,202.0,0.0
LeChase,Uppercut esports,jng,0,5,3,7392,124.0,0.6
Anyyy,Uppercut esports,mid,0,1,2,8868,232.0,2.0
Alternative,Uppercut esports,bot,3,2,0,10062,241.0,1.5
Damage,Uppercut esports,sup,1,4,1,6438,57.0,0.5
,ProGaming Esports,team,16,4,46,51364,,15.5
,Uppercut esports,team,4,16,6,40894,,0.62
Zantins,KaBuM! e-Sports,top,3,3,9,13620,260.0,4.0
Ranger,KaBuM! e-Sports,jng,4,3,7,14547,232.0,3.67
dyNquedo,KaBuM! e-Sports,mid,3,2,11,15952,311.0,7.0
TitaN,KaBuM! e-Sports,bot,7,0,6,20009,383.0,inf
Riyev,KaBuM! e-Sports,sup,0,2,12,10395,71.0,6.0
Duclou,CNB e-Sports Club,top,1,3,5,12784,251.0,2.0
Yampi,CNB e-Sports Club,jng,5,3,4,13510,191.0,3.0
Aslan,CNB e-Sports Club,mid,0,5,8,15666,365.0,1.6
pbO,CNB e-Sports Club,bot,3,1,4,16184,349.0,7.0
Hawk,CNB e-Sports Club,sup,1,5,6,10490,87.0,1.4
,KaBuM! e-Sports,team,17,10,45,74523,,6.2
,CNB e-Sports Club,team,10,17,27,68634,,2.18
Tay,INTZ,top,1,3,6,13381,262.0,2.33
Shini,INTZ,jng,4,3,4,13957,267.0,2.67
Envy,INTZ,mid,1,2,5,15333,391.0,3.0
Mills,INTZ,bot,4,3,5,17046,353.0,3.0
RedBert,INTZ,sup,0,3,5,10106,105.0,1.67
Yang,Vivo Keyd,top,5,2,3,16190,300.0,4.0
Laba,Vivo Keyd,jng,2,5,7,14472,230.0,1.8
tockers,Vivo Keyd,mid,5,1,7,18783,392.0,12.0
micaO,Vivo Keyd,bot,2,0,8,17974,416.0,inf
Professor,Vivo Keyd,sup,0,2,8,9492,51.0,4.0
,INTZ,team,10,14,25,69823,,2.5
,Vivo Keyd,team,14,10,33,76911,,4.7
Robo,Flamengo Esports,top,3,1,5,11687,223.0,8.0
Shrimp,Flamengo Esports,jng,1,1,6,11658,200.0,7.0
Goku,Flamengo Esports,mid,2,2,3,11651,242.0,2.5
brTT,Flamengo Esports,bot,3,0,3,14814,346.0,inf
Luci,Flamengo Esports,sup,0,0,6,8880,81.0,inf
Nyu,Redemption eSports Porto Alegre,top,2,3,1,10790,228.0,1.0
Zuao,Redemption eSports Porto Alegre,jng,1,1,1,7983,129.0,2.0
Krastyel,Redemption eSports Porto Alegre,mid,1,1,2,11495,308.0,3.0
DudsTheBoy,Redemption eSports Porto Alegre,bot,0,1,3,11951,318.0,3.0
Ceos,Redemption eSports Porto Alegre,sup,0,3,2,6356,66.0,0.67
,Flamengo Esports,team,9,4,23,58690,,8.0
,Redemption eSports Porto Alegre,team,4,9,9,48575,,1.44
Fitz,Uppercut esports,top,2,1,2,13055,291.0,4.0
LeChase,Uppercut esports,jng,0,3,6,10015,158.0,2.0
Anyyy,Uppercut esports,mid,2,1,4,12109,272.0,6.0
Alternative,Uppercut esports,bot,5,2,1,15588,365.0,3.0
Damage,Uppercut esports,sup,0,3,5,7918,68.0,1.67
Duclou,CNB e-Sports Club,top,1,3,3,13513,270.0,1.33
Yampi,CNB e-Sports Club,jng,2,1,6,10832,150.0,8.0
Aslan,CNB e-Sports Club,mid,2,1,5,13292,282.0,7.0
pbO,CNB e-Sports Club,bot,5,1,4,15598,347.0,9.0
Hawk,CNB e-Sports Club,sup,0,3,9,8760,61.0,3.0
,Uppercut esports,team,9,10,18,58685,,2.7
,CNB e-Sports Club,team,10,9,27,61995,,4.11
Tay,INTZ,top,1,2,4,8918,92.0,2.5
Shini,INTZ,jng,4,5,4,9267,137.0,1.6
Envy,INTZ,mid,0,2,3,8703,226.0,1.5
Mills,INTZ,bot,2,2,1,10919,264.0,1.5
RedBert,INTZ,sup,1,3,4,6531,57.0,1.67
Robo,Flamengo Esports,top,1,1,3,9533,197.0,4.0
Shrimp,Flamengo Esports,jng,3,5,7,10786,187.0,2.0
Goku,Flamengo Esports,mid,3,1,5,11307,234.0,8.0
brTT,Flamengo Esports,bot,5,0,5,13304,268.0,inf
Luci,Flamengo Esports,sup,2,1,8,8116,57.0,10.0
,INTZ,team,8,14,16,44338,,1.71
,Flamengo Esports,team,14,8,28,53046,,5.25
Zantins,KaBuM! e-Sports,top,3,1,6,15055,311.0,9.0
Ranger,KaBuM! e-Sports,jng,1,1,8,12722,221.0,9.0
dyNquedo,KaBuM! e-Sports,mid,6,1,5,13961,274.0,11.0
TitaN,KaBuM! e-Sports,bot,2,2,8,15110,337.0,5.0
Riyev,KaBuM! e-Sports,sup,1,4,9,8144,51.0,2.5
Nyu,Redemption eSports Porto Alegre,top,2,2,3,11240,270.0,2.5
Zuao,Redemption eSports Porto Alegre,jng,1,2,6,9717,175.0,3.5
Krastyel,Redemption eSports Porto Alegre,mid,0,4,6,10709,180.0,1.5
DudsTheBoy,Redemption eSports Porto Alegre,bot,6,2,3,17262,398.0,4.5
Ceos,Redemption eSports Porto Alegre,sup,0,3,8,7874,66.0,2.67
,KaBuM! e-Sports,team,13,9,36,64992,,5.44
,Redemption eSports Porto Alegre,team,9,13,26,56802,,2.69
fNb,ProGaming Esports,top,0,2,0,10324,263.0,0.0
Lima,ProGaming Esports,jng,1,4,4,8583,144.0,1.25
Lynkez,ProGaming Esports,mid,1,2,6,10733,260.0,3.5
Luskka,ProGaming Esports,bot,5,2,1,14281,310.0,3.0
Wos,ProGaming Esports,sup,0,2,5,7277,76.0,2.5
Yang,Vivo Keyd,top,4,1,4,12595,258.0,8.0
Laba,Vivo Keyd,jng,2,2,8,10748,162.0,5.0
tockers,Vivo Keyd,mid,3,1,5,13956,296.0,8.0
micaO,Vivo Keyd,bot,3,1,4,15107,347.0,7.0
Professor,Vivo Keyd,sup,0,2,8,8653,57.0,4.0
,ProGaming Esports,team,7,12,16,51198,,1.92
,Vivo Keyd,team,12,7,29,61059,,5.86
Yang,Vivo Keyd,top,7,4,6,12899,227.0,3.25
Laba,Vivo Keyd,jng,4,6,4,10171,132.0,1.33
tockers,Vivo Keyd,mid,3,5,8,12198,276.0,2.2
micaO,Vivo Keyd,bot,1,3,10,11251,243.0,3.67
Professor,Vivo Keyd,sup,1,4,7,7806,66.0,2.0
Robo,Flamengo Esports,top,4,3,6,11948,221.0,3.33
Shrimp,Flamengo Esports,jng,8,3,11,13179,189.0,6.33
Goku,Flamengo Esports,mid,6,4,10,14179,278.0,4.0
brTT,Flamengo Esports,bot,3,4,7,13044,282.0,2.5
Luci,Flamengo Esports,sup,1,2,19,8805,63.0,10.0
,Vivo Keyd,team,16,22,35,54325,,2.32
,Flamengo Esports,team,22,16,53,61155,,4.69
Fitz,Uppercut esports,top,1,2,1,10100,228.0,1.0
LeChase,Uppercut esports,jng,0,4,0,8907,151.0,0.0
Anyyy,Uppercut esports,mid,0,2,1,11410,290.0,0.5
Alternative,Uppercut esports,bot,1,0,0,12492,335.0,inf
Damage,Uppercut esports,sup,0,2,0,7747,72.0,0.0
Nyu,Redemption eSports Porto Alegre,top,3,1,5,12084,251.0,8.0
Zuao,Redemption eSports Porto Alegre,jng,0,1,9,10254,168.0,9.0
Krastyel,Redemption eSports Porto Alegre,mid,2,0,7,12652,286.0,inf
DudsTheBoy,Redemption eSports Porto Alegre,bot,4,0,5,15799,387.0,inf
Ceos,Redemption eSports Porto Alegre,sup,1,0,6,7745,2.0,inf
,Uppercut esports,team,2,10,2,50656,,0.4
,Redemption eSports Porto Alegre,team,10,2,32,58534,,21.0
fNb,ProGaming Esports,top,2,0,0,9887,241.0,inf
Lima,ProGaming Esports,jng,0,5,1,7234,114.0,0.2
Lynkez,ProGaming Esports,mid,0,1,1,9136,231.0,1.0
Luskka,ProGaming Esports,bot,0,1,0,9607,266.0,0.0
Wos,ProGaming Esports,sup,0,3,0,5568,46.0,0.0
Duclou,CNB e-Sports Club,top,0,2,2,11751,270.0,1.0
Yampi,CNB e-Sports Club,jng,2,0,8,10120,174.0,inf
Aslan,CNB e-Sports Club,mid,4,0,4,12235,262.0,inf
pbO,CNB e-Sports Club,bot,4,0,4,13194,283.0,inf
Hawk,CNB e-Sports Club,sup,0,0,9,7605,57.0,inf
,ProGaming Esports,team,2,10,2,41432,,0.4
,CNB e-Sports Club,team,10,2,27,54905,,18.5
Zantins,KaBuM! e-Sports,top,1,4,0,8355,203.0,0.25
Ranger,KaBuM! e-Sports,jng,1,3,2,7716,126.0,1.0
dyNquedo,KaBuM! e-Sports,mid,1,2,0,8093,197.0,0.5
TitaN,KaBuM! e-Sports,bot,0,3,2,9147,237.0,0.67
Riyev,KaBuM! e-Sports,sup,0,4,2,5563,44.0,0.5
Tay,INTZ,top,3,1,8,10289,218.0,11.0
Shini,INTZ,jng,3,0,12,10245,147.0,inf
Envy,INTZ,mid,5,0,6,10024,182.0,inf
Mills,INTZ,bot,5,1,7,10693,221.0,12.0
RedBert,INTZ,sup,0,1,10,6909,67.0,10.0
,KaBuM! e-Sports,team,3,16,6,38874,,0.56
,INTZ,team,16,3,43,48160,,19.67
Yang,Vivo Keyd,top,6,3,7,13738,280.0,4.33
Laba,Vivo Keyd,jng,3,3,4,11956,185.0,2.33
tockers,Vivo Keyd,mid,5,5,8,15450,362.0,2.6
micaO,Vivo Keyd,bot,2,3,8,13864,309.0,3.33
Professor,Vivo Keyd,sup,0,2,14,8890,80.0,7.0
Nyu,Redemption eSports Porto Alegre,top,0,4,8,10751,220.0,2.0
Zuao,Redemption eSports Porto Alegre,jng,4,4,10,12830,156.0,3.5
Krastyel,Redemption eSports Porto Alegre,mid,3,4,7,16677,373.0,2.5
DudsTheBoy,Redemption eSports Porto Alegre,bot,8,1,6,19144,389.0,14.0
Ceos,Redemption eSports Porto Alegre,sup,1,3,12,8732,47.0,4.33
,Vivo Keyd,team,16,16,41,63898,,3.56
,Redemption eSports Porto Alegre,team,16,16,43,68134,,3.69
Fitz,Uppercut esports,top,4,3,1,13450,281.0,1.67
LeChase,Uppercut esports,jng,0,4,4,8619,149.0,1.0
Anyyy,Uppercut esports,mid,0,2,4,11897,309.0,2.0
Alternative,Uppercut esports,bot,1,3,3,12233,320.0,1.33
Damage,Uppercut esports,sup,1,2,3,7127,49.0,2.0
Tay,INTZ,top,6,2,5,14273,311.0,5.5
Shini,INTZ,jng,1,2,8,9983,167.0,4.5
Envy,INTZ,mid,2,1,7,11884,270.0,9.0
Mills,INTZ,bot,4,0,5,15411,328.0,inf
RedBert,INTZ,sup,1,1,9,9091,86.0,10.0
,Uppercut esports,team,6,14,15,53326,,1.5
,INTZ,team,14,6,34,60642,,8.0
Zantins,KaBuM! e-Sports,top,0,1,4,18671,431.0,4.0
Ranger,KaBuM! e-Sports,jng,2,4,2,15897,250.0,1.0
dyNquedo,KaBuM! e-Sports,mid,2,0,4,20406,443.0,inf
TitaN,KaBuM! e-Sports,bot,4,3,1,21261,451.0,1.67
Riyev,KaBuM! e-Sports,sup,0,3,8,11881,76.0,2.67
fNb,ProGaming Esports,top,7,1,1,21335,415.0,8.0
Lima,ProGaming Esports,jng,1,3,5,12705,201.0,2.0
Lynkez,ProGaming Esports,mid,2,1,6,16332,375.0,8.0
Garo,ProGaming Esports,bot,1,1,7,18965,461.0,8.0
Wos,ProGaming Esports,sup,0,2,3,10329,74.0,1.5
,KaBuM! e-Sports,team,8,11,19,88116,,2.45
,ProGaming Esports,team,11,8,22,79666,,4.12
Duclou,CNB e-Sports Club,top,2,3,2,13381,289.0,1.33
Yampi,CNB e-Sports Club,jng,1,5,4,10892,198.0,1.0
Aslan,CNB e-Sports Club,mid,0,1,4,12587,310.0,4.0
pbO,CNB e-Sports Club,bot,2,2,2,14396,357.0,2.0
Hawk,CNB e-Sports Club,sup,0,3,5,9277,93.0,1.67
Robo,Flamengo Esports,top,1,3,6,15148,335.0,2.33
Shrimp,Flamengo Esports,jng,8,0,5,15894,254.0,inf
Goku,Flamengo Esports,mid,0,2,8,13016,291.0,4.0
brTT,Flamengo Esports,bot,5,0,4,17168,388.0,inf
Luci,Flamengo Esports,sup,0,0,7,9633,97.0,inf
,CNB e-Sports Club,team,5,14,17,60533,,1.57
,Flamengo Esports,team,14,5,30,70859,,8.8
fNb,ProGaming Esports,top,2,1,2,13030,295.0,4.0
Leozuxo,ProGaming Esports,jng,2,6,2,9410,130.0,0.67
Lynkez,ProGaming Esports,mid,4,1,3,14258,327.0,7.0
Luskka,ProGaming Esports,bot,1,2,7,12677,267.0,4.0
Wos,ProGaming Esports,sup,1,2,7,7457,18.0,4.0
Nyu,Redemption eSports Porto Alegre,top,1,2,4,10834,225.0,2.5
Zuao,Redemption eSports Porto Alegre,jng,2,1,4,11100,172.0,6.0
Krastyel,Redemption eSports Porto Alegre,mid,3,3,4,14497,304.0,2.33
DudsTheBoy,Redemption eSports Porto Alegre,bot,4,3,4,16035,328.0,2.67
Ceos,Redemption eSports Porto Alegre,sup,1,1,7,8359,60.0,8.0
,ProGaming Esports,team,10,12,21,56832,,2.58
,Redemption eSports Porto Alegre,team,11,10,23,60825,,3.4
Yang,Vivo Keyd,top,5,0,9,17293,336.0,inf
Laba,Vivo Keyd,jng,7,0,7,13611,207.0,inf
tockers,Vivo Keyd,mid,1,0,8,13451,307.0,inf
micaO,Vivo Keyd,bot,3,2,9,14385,288.0,6.0
Jockster,Vivo Keyd,sup,1,5,10,9912,87.0,2.2
Fitz,Uppercut esports,top,0,4,0,13902,341.0,0.0
LeChase,Uppercut esports,jng,2,5,3,11161,175.0,1.0
Anyyy,Uppercut esports,mid,0,2,1,11717,287.0,0.5
Alternative,Uppercut esports,bot,4,2,3,14752,314.0,3.5
Damage,Uppercut esports,sup,1,4,6,9558,92.0,1.75
,Vivo Keyd,team,17,7,43,68652,,8.57
,Uppercut esports,team,7,17,13,61090,,1.18
Duclou,CNB e-Sports Club,top,0,4,8,12166,255.0,2.0
Yampi,CNB e-Sports Club,jng,1,5,5,12436,227.0,1.2
Aslan,CNB e-Sports Club,mid,6,3,0,19162,384.0,2.0
pbO,CNB e-Sports Club,bot,1,5,3,15441,404.0,0.8
Hawk,CNB e-Sports Club,sup,2,2,7,10294,100.0,4.5
Lynx,INTZ,top,6,1,5,18328,317.0,11.0
Shini,INTZ,jng,7,2,10,15144,216.0,8.5
Envy,INTZ,mid,3,1,8,15532,312.0,11.0
Mills,INTZ,bot,1,5,9,15635,319.0,2.0
RedBert,INTZ,sup,2,1,13,11174,80.0,15.0
,CNB e-Sports Club,team,10,19,23,69499,,1.74
,INTZ,team,19,10,45,75813,,6.4
Robo,Flamengo Esports,top,1,3,7,12486,249.0,2.67
Shrimp,Flamengo Esports,jng,4,0,7,14176,232.0,inf
Goku,Flamengo Esports,mid,2,1,5,14053,293.0,7.0
brTT,Flamengo Esports,bot,6,0,4,17212,356.0,inf
Luci,Flamengo Esports,sup,1,2,7,10361,31.0,4.0
Zantins,KaBuM! e-Sports,top,2,5,1,13633,325.0,0.6
Ranger,KaBuM! e-Sports,jng,0,3,3,9382,158.0,1.0
dyNquedo,KaBuM! e-Sports,mid,1,1,1,12169,293.0,2.0
TitaN,KaBuM! e-Sports,bot,2,3,1,13839,312.0,1.0
Riyev,KaBuM! e-Sports,sup,0,2,3,7828,69.0,1.5
,Flamengo Esports,team,14,6,30,68288,,7.33
,KaBuM! e-Sports,team,5,14,9,56851,,1.0
Yang,Vivo Keyd,top,1,5,8,14187,298.0,1.8
Laba,Vivo Keyd,jng,4,4,3,12448,185.0,1.75
tockers,Vivo Keyd,mid,1,2,6,14378,338.0,3.5
micaO,Vivo Keyd,bot,4,1,0,16533,359.0,4.0
Jockster,Vivo Keyd,sup,1,5,1,9061,85.0,0.4
Duclou,CNB e-Sports Club,top,2,3,7,13373,265.0,3.0
Yampi,CNB e-Sports Club,jng,1,3,12,11325,187.0,4.33
Aslan,CNB e-Sports Club,mid,6,1,4,15223,305.0,10.0
pbO,CNB e-Sports Club,bot,7,2,7,16998,339.0,7.0
Hawk,CNB e-Sports Club,sup,1,2,10,9871,84.0,5.5
,Vivo Keyd,team,11,17,18,66607,,1.71
,CNB e-Sports Club,team,17,11,40,66790,,5.18
Robo,Flamengo Esports,top,4,2,4,16464,318.0,4.0
Shrimp,Flamengo Esports,jng,1,0,8,13231,219.0,inf
Goku,Flamengo Esports,mid,1,2,3,14148,302.0,2.0
brTT,Flamengo Esports,bot,3,0,4,17744,393.0,inf
Luci,Flamengo Esports,sup,1,1,4,9766,93.0,5.0
fNb,ProGaming Esports,top,2,1,3,12992,299.0,5.0
Leozuxo,ProGaming Esports,jng,1,3,2,9469,160.0,1.0
Lynkez,ProGaming Esports,mid,1,1,3,13858,334.0,4.0
Luskka,ProGaming Esports,bot,1,2,1,14870,389.0,1.0
Wos,ProGaming Esports,sup,0,3,2,7836,82.0,0.67
,Flamengo Esports,team,10,5,23,71353,,6.6
,ProGaming Esports,team,5,10,11,59025,,1.6
Fitz,Uppercut esports,top,2,1,6,12595,258.0,8.0
LeChase,Uppercut esports,jng,3,2,2,10915,155.0,2.5
Anyyy,Uppercut esports,mid,4,3,4,13246,279.0,2.67
Alternative,Uppercut esports,bot,2,2,6,12592,274.0,4.0
Damage,Uppercut esports,sup,2,3,7,8161,44.0,3.0
Zantins,KaBuM! e-Sports,top,1,3,5,12915,263.0,2.0
Ranger,KaBuM! e-Sports,jng,1,3,3,9623,170.0,1.33
dyNquedo,KaBuM! e-Sports,mid,5,1,6,13813,267.0,11.0
TitaN,KaBuM! e-Sports,bot,4,3,4,13595,279.0,2.67
Riyev,KaBuM! e-Sports,sup,0,3,5,7504,62.0,1.67
,Uppercut esports,team,13,11,25,57509,,3.45
,KaBuM! e-Sports,team,11,13,23,57450,,2.62
Tay,INTZ,top,0,3,6,13121,268.0,2.0
Shini,INTZ,jng,5,3,7,16248,243.0,4.0
Envy,INTZ,mid,9,3,5,17086,302.0,4.67
Mills,INTZ,bot,6,2,5,18495,361.0,5.5
RedBert,INTZ,sup,2,3,10,11062,81.0,4.0
Nyu,Redemption eSports Porto Alegre,top,2,4,6,12957,275.0,2.0
Zuao,Redemption eSports Porto Alegre,jng,0,6,11,11054,176.0,1.83
Krastyel,Redemption eSports Porto Alegre,mid,5,3,7,17655,354.0,4.0
DudsTheBoy,Redemption eSports Porto Alegre,bot,6,6,4,19157,382.0,1.67
Ceos,Redemption eSports Porto Alegre,sup,1,3,10,10154,18.0,3.67
,INTZ,team,22,14,33,76012,,3.93
,Redemption eSports Porto Alegre,team,14,22,38,70977,,2.36
Robo,Flamengo Esports,top,3,2,9,12715,259.0,6.0
Shrimp,Flamengo Esports,jng,3,3,12,13076,225.0,5.0
Goku,Flamengo Esports,mid,4,1,8,13655,300.0,12.0
brTT,Flamengo Esports,bot,9,1,9,16364,315.0,18.0
Luci,Flamengo Esports,sup,1,2,16,9477,15.0,8.5
Fitz,Uppercut esports,top,0,4,1,10212,260.0,0.25
LeChase,Uppercut esports,jng,0,3,6,9288,144.0,2.0
Anyyy,Uppercut esports,mid,5,3,2,14682,350.0,2.33
Alternative,Uppercut esports,bot,4,4,5,13006,260.0,2.25
Damage,Uppercut esports,sup,0,6,8,7600,63.0,1.33
,Flamengo Esports,team,20,9,54,65287,,8.22
,Uppercut esports,team,9,20,22,54788,,1.55
Nyu,Redemption eSports Porto Alegre,top,3,0,3,11253,241.0,inf
Zuao,Redemption eSports Porto Alegre,jng,3,1,4,10845,185.0,7.0
Krastyel,Redemption eSports Porto Alegre,mid,1,1,2,11440,283.0,3.0
DudsTheBoy,Redemption eSports Porto Alegre,bot,1,3,7,11263,236.0,2.67
Ceos,Redemption eSports Porto Alegre,sup,2,0,7,7590,57.0,inf
Duclou,CNB e-Sports Club,top,0,2,1,8706,213.0,0.5
Yampi,CNB e-Sports Club,jng,3,1,1,9469,165.0,4.0
Aslan,CNB e-Sports Club,mid,0,2,1,9646,264.0,0.5
pbO,CNB e-Sports Club,bot,1,2,3,8874,218.0,2.0
Hawk,CNB e-Sports Club,sup,0,3,4,5791,49.0,1.33
,Redemption eSports Porto Alegre,team,10,5,23,52391,,6.6
,CNB e-Sports Club,team,4,10,10,42486,,1.4
Zantins,KaBuM! e-Sports,top,1,1,12,12166,237.0,13.0
Ranger,KaBuM! e-Sports,jng,4,2,12,12838,207.0,8.0
dyNquedo,KaBuM! e-Sports,mid,6,3,7,14971,306.0,4.33
TitaN,KaBuM! e-Sports,bot,9,3,3,16949,338.0,4.0
Riyev,KaBuM! e-Sports,sup,1,3,11,8992,14.0,4.0
Yang,Vivo Keyd,top,3,2,4,12702,249.0,3.5
Laba,Vivo Keyd,jng,3,5,6,9835,123.0,1.8
tockers,Vivo Keyd,mid,2,6,8,12739,280.0,1.67
micaO,Vivo Keyd,bot,4,4,5,13816,295.0,2.25
Professor,Vivo Keyd,sup,0,4,6,7298,54.0,1.5
,KaBuM! e-Sports,team,21,12,45,65916,,5.5
,Vivo Keyd,team,12,21,29,56390,,1.95
Tay,INTZ,top,1,0,2,12838,280.0,inf
Shini,INTZ,jng,4,2,5,13460,222.0,4.5
Envy,INTZ,mid,6,1,6,14971,301.0,12.0
Mills,INTZ,bot,2,1,9,15275,335.0,11.0
RedBert,INTZ,sup,2,4,7,9688,93.0,2.25
fNb,ProGaming Esports,top,0,3,2,11114,280.0,0.67
Lima,ProGaming Esports,jng,1,3,7,9990,164.0,2.67
Lynkez,ProGaming Esports,mid,1,1,2,13128,335.0,3.0
Garo,ProGaming Esports,bot,5,3,2,14036,291.0,2.33
Wos,ProGaming Esports,sup,1,5,7,7826,76.0,1.6
,INTZ,team,15,8,29,66232,,5.5
,ProGaming Esports,team,8,15,20,56094,,1.87
Yang,Vivo Keyd,top,9,7,10,20332,330.0,2.71
Laba,Vivo Keyd,jng,3,9,14,16498,196.0,1.89
tockers,Vivo Keyd,mid,4,6,8,19107,369.0,2.0
micaO,Vivo Keyd,bot,8,2,10,23344,442.0,9.0
Jockster,Vivo Keyd,sup,0,8,16,13722,106.0,2.0
Tay,INTZ,top,10,6,19,21312,355.0,4.83
Shini,INTZ,jng,4,5,24,17992,230.0,5.6
Hauz,INTZ,mid,6,4,18,17839,326.0,6.0
Mills,INTZ,bot,12,4,14,25999,563.0,6.5
RedBert,INTZ,sup,0,5,21,12786,105.0,4.2
,Vivo Keyd,team,24,32,58,93003,,2.56
,INTZ,team,32,24,96,95928,,5.33
Duclou,CNB e-Sports Club,top,1,4,6,14444,297.0,1.75
Yampi,CNB e-Sports Club,jng,0,3,9,11574,183.0,3.0
Aslan,CNB e-Sports Club,mid,0,3,8,14502,338.0,2.67
pbO,CNB e-Sports Club,bot,8,1,3,18895,338.0,11.0
Hawk,CNB e-Sports Club,sup,3,2,8,10978,83.0,5.5
Zantins,KaBuM! e-Sports,top,3,2,2,15598,336.0,2.5
Ranger,KaBuM! e-Sports,jng,1,1,8,12086,206.0,9.0
dyNquedo,KaBuM! e-Sports,mid,3,1,5,13833,315.0,8.0
TitaN,KaBuM! e-Sports,bot,5,3,2,15751,356.0,2.33
Riyev,KaBuM! e-Sports,sup,1,5,7,9160,79.0,1.6
,CNB e-Sports Club,team,12,13,34,70393,,3.54
,KaBuM! e-Sports,team,13,12,24,66428,,3.08
Fitz,Uppercut esports,top,2,3,4,10842,235.0,2.0
LeChase,Uppercut esports,jng,0,0,7,9930,156.0,inf
Anyyy,Uppercut esports,mid,1,1,7,12026,259.0,8.0
Alternative,Uppercut esports,bot,6,0,3,15177,288.0,inf
